7,0,0,0,0,0,1,0,4,1,0,0,0,0,0,1,1,5,0,2,0,0,3,4,0,0,0,1,2,3,3
11,2,0,1,3,1,2,2,5,4,1,0,0,0,0,0,0,2,2,1,4,1,2,2,0,1,1,1,7,2,3
16,0,2,11,9,0,7,2,0,0,0,12,0,0,0,3,0,10,0,1,0,6,2,5,5,0,2,91,32,21,9
21,0,0,3,1,3,2,1,2,9,1,2,3,0,1,0,4,1,1,0,4,1,3,1,1,0,0,0,0,0,2
22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,0,0,5,6,0,5,0,0,1,3,2,1
27,0,3,6,3,2,1,15,4,2,0,2,1,0,0,5,1,4,10,0,1,0,1,0,3,0,0,6,9,4,2
30,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1,6,0,2,2,0,0,4,0,1,1
33,5,0,10,0,0,0,0,2,6,8,2,0,8,10,0,0,2,10,30,5,14,21,6,0,0,0,11,0,5,0
34,0,0,0,0,0,0,13,21,6,14,13,10,2,0,1,22,13,11,9,7,11,11,3,8,1,0,6,1,7,4
37,3,0,0,16,16,0,18,0,8,4,2,0,0,0,20,5,6,0,0,2,4,4,20,0,0,0,4,4,0,8
47,0,2,6,0,0,1,40,0,0,0,12,0,0,0,0,0,0,0,16,4,5,2,4,2,0,2,23,25,23,12
53,15,0,90,73,20,10,74,13,0,10,70,0,0,0,0,20,2,6,0,26,7,33,0,20,0,0,26,25,0,65
69,1,1,9,15,7,3,2,0,0,2,0,2,1,0,1,8,2,1,3,2,1,5,3,0,0,0,14,4,0,0
75,9,0,2,14,2,2,0,2,0,0,0,0,2,0,0,0,0,2,2,4,0,0,2,22,0,0,1,6,2,4
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,11,20,11,6,0,19,0,3,14,4,25,18
78,5,0,6,13,8,10,12,10,0,16,2,2,2,2,6,16,0,8,0,4,4,6,12,4,0,0,0,4,0,0
80,0,0,2,7,3,2,1,2,0,3,0,3,1,0,5,2,3,4,1,1,0,0,7,4,0,0,4,4,0,0
89,0,0,0,0,0,0,0,45,0,14,0,1,19,0,42,0,0,40,0,90,30,0,20,96,0,0,30,114,32,0
95,0,0,0,0,0,0,3,3,0,2,2,4,0,0,5,13,9,10,14,10,8,6,13,20,2,1,27,26,22,20
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,2,3,10,2,0,0,2,0,0,2
99,0,0,0,0,0,1,5,1,0,1,0,0,0,0,7,7,5,3,0,3,7,1,3,1,0,0,2,0,4,1
100,2,0,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,2,4,6,4,2,4,21,0,0,0,10,10,10
105,1,0,6,11,1,4,0,2,0,0,0,0,4,0,1,7,3,0,1,1,3,2,2,0,0,0,0,0,0,5
108,9,2,14,10,6,5,10,4,8,8,0,8,1,0,0,4,0,6,0,0,6,12,0,10,0,4,22,4,2,10
109,2,0,11,6,4,1,9,0,9,0,0,3,0,0,2,1,2,2,6,4,0,1,4,0,0,0,3,13,1,0
115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,0,0,5,6,0,5,0,0,1,3,2,1
132,1,0,2,2,10,2,2,1,2,1,3,12,2,0,1,2,4,0,0,1,2,0,6,0,0,2,2,5,0,0
146,2,0,5,1,16,3,1,1,0,2,0,0,2,0,1,0,3,1,1,2,1,1,13,4,0,0,12,3,1,0
193,7,6,0,3,0,0,6,9,8,8,3,45,3,0,1,10,2,0,0,12,1,2,6,0,0,0,15,3,0,0
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,72,18,40,67,138,72,72,217,106,0,18,100,106,0,0
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,2,0,5,13,9,16,16,15,3,0,10,18,24,45
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,1,2,0,4,5,2,20,0,2,6,24,7,32
215,0,3,7,5,8,1,3,2,4,4,3,8,1,0,3,2,1,0,1,3,3,2,8,0,0,0,2,6,0,0
219,6,0,7,3,4,0,3,0,1,6,0,1,0,2,1,0,2,3,0,0,0,1,4,0,0,2,4,5,0,5
220,0,0,20,50,8,6,55,15,0,12,20,0,0,0,70,30,1,3,0,16,2,12,0,0,0,0,14,2,0,49
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,13,23,33,10,17,3,1,4,9,8,0
226,6,2,1,12,21,6,10,13,3,6,0,6,0,0,4,1,5,2,2,5,0,3,0,0,0,0,0,2,2,5
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,5,10,33,28,23,3,4,7,32,31,32
250,0,0,6,0,0,0,0,0,0,18,6,0,0,0,43,12,12,54,35,6,14,6,36,124,0,0,60,18,19,11
261,2,1,4,0,16,0,3,5,1,2,0,0,1,0,1,0,3,0,0,1,3,0,1,1,1,0,0,0,1,2
264,3,0,82,130,410,38,20,0,1,0,0,10,0,0,50,1,8,0,0,0,82,51,91,97,16,0,83,394,10,225
275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,14,23,13,18,48,45,50,7,16,67,97,79,69
298,3,0,6,4,5,0,1,6,1,2,0,0,2,0,0,0,0,0,1,1,2,0,0,2,0,2,2,1,2,4
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,0,1,1,1,2,4,6,2
309,2,2,1,1,0,1,2,1,0,0,0,0,1,0,0,0,4,7,1,0,0,11,1,6,0,5,2,6,9,3
311,25,0,17,9,30,3,0,2,8,4,6,0,2,0,2,18,4,0,0,21,14,6,0,0,0,8,12,0,0,10
312,1,0,3,8,3,2,2,8,1,5,1,9,3,0,0,9,0,1,2,0,3,6,4,3,0,0,1,0,2,0
318,2,5,4,4,16,5,1,8,1,0,2,0,1,0,1,2,4,3,2,5,0,0,6,1,0,0,1,7,0,0
322,0,3,2,8,2,0,0,5,5,9,12,0,2,0,8,0,2,8,4,6,4,0,3,0,0,0,0,8,2,0
324,2,0,3,0,17,3,0,0,0,0,2,1,0,0,1,2,3,2,0,1,0,1,0,4,0,2,3,1,0,2
328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,101,52,36,56,76,159,87,190,11,64,275,440,290,229
336,0,3,8,12,6,0,1,10,8,6,15,4,1,0,4,14,4,7,4,2,1,0,3,0,0,0,2,6,0,4
338,3,1,0,11,7,2,5,6,0,4,0,0,3,0,0,1,4,3,2,2,3,0,0,0,0,0,1,0,1,1
357,0,1,0,1,1,0,0,1,4,5,5,1,1,0,4,1,3,0,0,0,2,1,1,0,0,0,1,3,1,5
376,1,1,1,1,6,0,1,0,1,0,0,0,0,2,0,5,5,0,2,1,1,8,7,2,0,0,0,0,8,13
381,1,1,5,10,16,11,5,0,0,0,0,2,1,0,1,0,4,1,2,7,1,1,1,0,0,0,0,1,0,0
384,0,0,0,0,0,2,0,2,0,0,4,0,0,0,4,2,0,7,2,1,0,0,4,0,0,0,2,1,5,1
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,20,22,100,0,10,2,0,6,6,27,8
418,1,0,2,9,3,0,0,0,1,2,1,0,1,0,1,0,0,3,3,1,1,0,2,1,0,0,2,3,0,1
420,0,0,0,0,0,0,1,1,1,2,1,1,0,0,0,0,1,0,1,1,4,2,4,5,2,0,0,6,5,3
426,0,190,567,425,172,67,154,0,268,0,0,0,0,0,40,51,45,0,0,16,37,54,80,5,10,28,242,227,898,399
433,3,15,7,11,21,9,3,4,2,1,4,1,0,0,4,2,5,1,5,3,0,2,2,1,0,0,0,5,0,0
434,0,0,3,0,0,0,0,0,0,9,6,0,0,0,24,3,3,27,15,0,9,3,6,33,0,0,27,6,6,0
440,0,0,0,0,0,0,0,0,0,32,0,65,0,0,0,0,9,2,22,14,52,2,12,20,10,3,4,5,7,12
470,3,0,10,2,10,0,0,2,4,2,0,1,0,0,1,0,7,3,4,0,2,1,1,2,2,2,2,0,0,2
489,0,2,33,8,0,15,0,0,40,0,37,0,6,0,3,30,10,14,22,12,8,8,8,10,0,5,67,27,30,12
499,0,0,0,0,0,0,0,5,3,0,2,3,1,4,12,12,5,19,18,24,15,27,26,35,0,1,40,65,66,79
507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,45,26,23,51,68,202,106,75,9,26,279,556,516,298
522,2,0,1,0,0,2,1,1,1,0,0,0,0,1,1,2,1,4,1,4,2,1,0,1,0,0,0,1,2,0
531,1,2,9,11,6,3,1,0,0,1,0,0,1,0,1,0,2,1,1,2,1,2,2,0,0,0,6,4,0,0
533,0,2,2,10,2,2,0,2,2,0,0,2,0,0,4,2,2,2,0,2,0,2,6,0,0,0,6,8,0,2
534,0,0,1,0,0,4,0,1,1,1,1,0,0,0,0,1,4,4,0,3,4,1,0,0,0,0,2,1,5,13
535,2,4,0,0,5,0,0,4,4,0,3,0,5,0,0,2,6,2,11,2,2,0,4,0,0,1,20,2,2,0
538,0,0,0,13,18,8,4,15,84,27,15,4,0,0,0,22,48,4,50,3,5,0,69,20,0,0,33,19,0,31
550,2,0,5,3,3,5,3,3,8,0,0,1,1,0,0,4,1,0,3,2,0,1,2,2,4,0,1,4,3,1
552,1,0,1,4,2,0,0,3,1,0,1,2,0,1,0,6,2,4,4,1,1,2,0,7,0,0,1,0,0,2
560,0,0,9,0,0,0,0,0,0,27,27,0,0,0,52,18,9,45,38,8,9,9,27,81,0,9,3,0,0,0
563,2,0,2,3,3,4,0,1,0,6,0,0,1,1,3,3,0,4,0,2,1,2,2,0,0,0,0,1,0,0
571,0,0,0,0,0,0,1,0,1,1,3,1,0,0,5,12,12,9,9,12,4,13,8,7,0,0,10,17,16,10
583,2,0,0,0,2,0,1,0,0,1,0,1,0,0,2,2,0,0,4,2,2,3,1,6,3,1,12,8,5,6
586,1,0,0,0,1,0,0,1,2,0,0,2,2,0,3,0,2,4,1,1,1,0,2,4,0,0,2,3,0,0
591,0,0,12,8,0,0,2,0,2,0,9,0,3,0,29,1,2,2,16,2,2,3,218,0,8,0,4,8,15,0
608,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,54,18,0,125,120,36,45,171,197,0,18,100,226,0,0
615,3,0,10,2,8,0,0,0,0,13,7,0,2,0,4,0,9,3,0,1,2,4,2,2,0,0,5,1,0,0
616,0,3,0,1,2,0,3,2,2,1,1,1,1,0,0,0,1,1,1,2,1,1,0,0,1,2,1,3,1,2
617,0,0,3,1,4,0,3,3,1,0,2,0,0,0,4,2,3,2,6,1,1,2,4,7,0,0,1,0,0,1
627,0,0,0,0,0,0,4,1,4,2,31,2,4,0,16,32,12,3,12,11,4,13,9,30,0,3,23,67,27,33
633,0,0,0,1,2,2,1,0,1,3,0,0,2,1,1,0,0,2,3,0,1,1,2,0,0,1,1,3,0,0
635,0,0,1,0,0,0,0,0,0,3,1,0,0,0,2,0,1,5,2,1,3,0,6,3,0,0,3,2,1,1
643,5,0,4,24,8,0,2,13,5,6,7,0,9,3,12,0,4,7,13,0,3,1,8,0,0,5,3,8,3,0
645,0,0,0,0,0,0,2,3,2,1,2,0,3,1,8,18,17,8,11,18,6,16,20,20,0,1,19,43,38,55
648,65,50,50,29,0,21,0,21,26,0,5,31,7,5,6,21,20,0,0,27,5,52,34,24,0,0,25,0,2,32
650,5,0,0,0,8,4,20,0,0,18,32,0,0,0,20,20,1,4,0,16,6,32,0,0,0,0,14,4,30,64
651,5,0,9,4,5,2,1,2,0,2,2,1,0,3,1,2,0,1,1,1,0,1,10,16,0,0,2,4,2,0
663,0,3,9,7,4,1,2,1,4,0,5,6,4,2,3,0,1,4,3,0,5,2,0,0,0,0,4,8,1,4
668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,5,4,6,7,8,13,21,1,4,16,36,17,26
690,0,0,0,0,5,1,4,0,0,0,0,0,0,4,13,26,16,8,12,18,5,12,20,10,3,1,32,62,41,26
702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,5,6,0,5,11,1,0,7,11,15,20,34
736,0,2,6,2,0,1,40,0,0,0,12,0,0,0,0,15,0,3,13,2,0,6,4,2,0,2,63,30,32,11
756,1,0,3,2,2,3,3,1,0,1,0,0,0,1,0,3,1,5,6,0,1,2,2,2,0,0,2,3,1,2
771,2,0,2,3,3,4,0,1,0,6,0,0,1,1,3,3,0,4,0,2,1,2,3,0,0,0,0,1,0,0
780,0,0,0,0,0,4,1,1,6,0,2,1,0,0,2,6,9,5,6,3,3,5,0,5,1,4,9,10,15,23
792,14,0,56,14,0,56,0,148,64,40,104,16,0,0,40,0,14,28,84,0,164,14,140,200,0,0,126,56,70,72
793,4,0,1,2,9,11,2,0,0,6,0,0,4,2,8,2,4,0,6,2,1,5,3,2,0,0,11,10,8,4
803,2,0,4,1,2,1,1,1,1,0,0,2,2,0,1,0,1,0,1,2,1,2,4,2,0,1,3,0,1,0
807,0,0,0,1,0,2,0,0,0,0,0,0,7,2,0,3,0,2,0,1,0,23,11,0,0,0,5,5,0,1
808,0,2,0,4,0,0,0,2,2,14,8,0,0,0,2,2,12,1,1,4,5,6,4,0,0,6,2,2,7,10
811,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,2,1,5,2,3,0,3,1,2,1
812,2,0,4,6,4,3,5,8,2,2,5,0,0,2,0,2,1,2,3,0,5,7,5,0,0,0,4,5,7,9
818,0,0,3,0,0,0,0,0,0,1,1,0,0,0,2,0,1,2,2,1,3,0,5,2,0,0,2,1,3,0
827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,4,16,13,12,5,5,0,0,12,11,6,6
837,0,15,0,1,3,2,0,2,1,2,7,0,1,3,2,0,3,0,0,2,3,0,4,4,0,0,7,4,2,3
854,0,0,3,5,0,5,12,0,10,0,0,0,4,0,2,3,10,0,6,6,36,16,14,23,0,15,20,47,27,15
861,1,2,6,4,5,3,2,0,1,0,0,0,1,0,1,2,2,2,2,2,1,1,3,2,0,0,0,2,0,0
875,0,5,0,11,0,8,20,0,0,4,0,0,0,0,0,20,2,4,0,18,4,2,0,10,0,0,4,6,34,34
891,1,1,6,4,19,1,1,4,0,4,2,1,1,1,10,3,1,1,4,0,0,4,3,0,0,0,2,4,0,0
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,2,0,2,2,2,0,4,0,0,6
899,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,3,3,3,1,5,0,1,0,2,3,1,2
911,0,4,0,8,3,4,8,8,0,2,4,2,0,2,0,5,0,5,3,0,0,4,0,6,0,0,3,6,2,2
929,0,0,0,0,0,0,0,0,0,6,3,0,9,0,3,0,3,23,6,9,6,6,43,6,0,0,15,0,3,0
930,0,0,0,9,4,0,1,1,0,2,5,1,0,2,0,1,9,0,5,5,5,0,8,0,0,0,10,3,0,1
931,135,6,224,290,252,130,107,0,80,198,33,20,0,0,175,50,2,0,60,311,0,100,30,0,6,0,27,0,4,210
952,3,5,4,12,8,6,2,0,3,2,1,1,0,0,3,1,3,1,0,3,1,4,1,0,0,0,0,7,4,0
960,0,0,2,2,4,8,2,2,2,6,0,2,0,2,2,8,2,2,4,2,0,0,2,4,0,0,2,0,0,0
962,1,5,4,3,13,7,5,4,2,0,3,1,1,1,5,4,2,0,2,0,4,0,3,2,0,0,3,5,0,0
963,3,0,2,9,7,2,3,0,2,1,3,12,1,4,0,2,6,0,2,6,2,2,6,0,0,2,2,7,0,0
970,6,3,18,16,0,5,0,0,6,0,17,0,6,0,0,0,8,10,46,4,8,10,6,2,0,6,25,16,7,18
983,0,2,4,3,2,0,0,0,0,0,0,0,0,2,1,10,2,4,2,6,4,1,10,58,0,0,8,2,0,0
986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,8,4,2,1,7,1,1,0,7,31,13,14
997,0,0,0,0,0,0,0,2,0,1,2,1,2,0,2,2,1,4,3,1,0,1,1,2,0,0,1,0,0,0
998,50,50,400,0,60,0,0,0,0,0,0,0,20,0,0,150,0,250,150,150,6,17,2,8,0,0,330,150,300,305
1001,2,0,5,2,7,4,0,2,0,2,1,1,0,0,2,2,2,1,0,2,0,1,4,1,0,0,2,0,4,4
1002,0,0,0,0,0,0,17,12,1,7,5,6,2,0,12,4,2,1,7,0,4,5,5,2,0,0,9,3,8,8
1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,102,58,74,148,204,290,239,318,7,94,436,557,366,391
1025,0,0,3,0,0,0,0,0,0,6,3,0,0,0,12,0,0,15,6,0,9,0,24,48,0,0,6,3,1,3
1028,1,1,1,2,0,2,1,0,0,0,1,0,3,0,1,6,1,0,7,5,2,0,0,0,0,0,1,5,6,6
1029,15,0,0,10,2,2,2,0,4,0,5,3,0,0,0,0,5,6,4,2,0,1,11,2,0,0,8,14,15,9
1032,0,0,0,0,0,0,5,2,12,1,1,2,0,0,7,6,17,0,2,10,0,8,2,5,5,0,11,14,12,14
1044,21,0,16,13,28,13,0,6,10,4,8,0,0,0,0,18,3,0,1,14,6,0,2,0,0,8,10,30,8,14
1046,1,2,6,12,6,3,3,0,2,0,0,2,1,0,3,0,2,2,0,2,1,1,5,0,0,0,0,5,1,0
1048,0,0,1,0,0,0,0,0,0,2,1,0,0,0,2,0,0,7,4,4,1,0,6,12,0,0,3,0,1,6
1050,0,1,0,3,4,3,5,6,3,2,7,3,2,0,1,12,0,3,3,3,1,8,28,0,0,0,12,1,0,3
1057,0,0,2,2,0,5,0,2,1,0,0,0,0,4,2,1,0,1,2,1,1,1,1,4,0,0,2,3,0,0
1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,1,5,0,1,0,2,3,1,2
1067,0,0,2,2,4,3,0,0,0,1,2,1,1,1,2,2,0,1,0,0,0,1,6,2,0,0,1,0,0,2
1070,2,0,2,4,9,0,0,2,1,2,3,2,2,0,5,5,2,2,2,2,4,2,6,0,0,0,0,0,0,2
1086,3,2,12,15,10,6,4,0,1,1,1,3,1,0,1,2,3,2,1,2,1,2,4,0,0,0,0,1,0,0
1087,1,0,0,7,1,6,5,1,2,1,0,0,1,0,2,2,9,3,0,0,0,3,5,1,0,0,1,1,0,0
1090,0,20,8,20,0,0,5,0,0,10,0,0,0,0,61,10,20,12,0,0,20,0,13,22,0,0,20,0,25,16
1091,5,0,11,3,5,1,1,2,0,2,2,1,0,3,0,3,0,1,1,1,0,1,9,18,0,0,2,4,2,0
1103,0,0,3,0,0,0,0,0,0,9,3,0,0,0,24,3,3,27,15,0,9,3,6,30,0,0,27,6,6,0
